iter	RMSE
294	0.2623776622
295	0.2622891047
296	0.262148985
297	0.2619699139
298	0.2618142706
299	0.2617223011
300	0.2616119945
301	0.2613320381
302	0.2612798359
303	0.2611736034
304	0.2611127182
305	0.2609614608
306	0.2608912938
307	0.2607532053
308	0.2606791029
309	0.2605417257
310	0.2603204502
311	0.2602083813
312	0.2600451587
313	0.2599518701
314	0.2598546589
315	0.2597953752
316	0.2596730537
317	0.2595726286
318	0.2595129948
319	0.259363217
320	0.2592849999
321	0.2591109801
322	0.2590247711
323	0.2589371094
324	0.2587728757
325	0.2585073689
326	0.2584138905
327	0.2583192153
328	0.2581646125
329	0.2579348419
330	0.2578423538
331	0.2577450187
332	0.2575434782
333	0.2573622983
334	0.2571785333
335	0.257113187
336	0.2569802443
337	0.256958884
338	0.2568020249
339	0.2566597378
340	0.2564715746
341	0.2563153704
342	0.2560775259
343	0.2558347813
344	0.2557616367
345	0.2556741013
346	0.2556189997
347	0.255322971
348	0.2551828936
349	0.2551353301
350	0.2548442971
351	0.2547487919
352	0.25461163
353	0.2544676179
354	0.2541359297
355	0.2539632285
356	0.2539028903
357	0.2538187867
358	0.2537106645
359	0.2535685245
360	0.2534225148
361	0.2533135638
362	0.2532259087
363	0.2531314604
364	0.2530513067
365	0.2530174397
366	0.2528668185
367	0.2527444512
368	0.2526526502
369	0.2525500617
370	0.2524062143
371	0.2521947802
372	0.2520431991
373	0.2519306728
374	0.2517569841
375	0.2516589068
376	0.2513864517
377	0.2513381119
378	0.2512157851
379	0.2511425683
380	0.2510504943
381	0.2509402477
382	0.2509309361
383	0.2507623891
384	0.2506353658
385	0.2504434434
386	0.2503708182
387	0.250312974
388	0.2502084473
389	0.2500938137
390	0.2499758339
391	0.2499061974
392	0.2498040676
393	0.2496957642
394	0.2496322664
395	0.2495963729
396	0.249504634
397	0.24935259
398	0.2492528328
399	0.2490077246
400	0.2488897139
401	0.2486894251
402	0.2484506258
403	0.2482542199
404	0.2481625438
405	0.2480567514
406	0.247806444
407	0.2477029861
408	0.2475977692
409	0.2475583933
410	0.2473686256
411	0.2472443729
412	0.2471467582
413	0.2469679015
414	0.2468233627
415	0.2467286596
416	0.246685629
417	0.2465861822
418	0.2464547437
419	0.246354218
420	0.2462484666
421	0.2460674201
422	0.2459886884
423	0.2459351862
424	0.2458327816
425	0.2457326785
426	0.2456701545
427	0.2455001414
428	0.2454540872
429	0.2453359003
430	0.2452359506
431	0.2450886874
432	0.2449186087
433	0.2448309323
434	0.2447538531
435	0.2446259414
436	0.2445353574
437	0.2443695938
438	0.244315254
439	0.2442219102
440	0.2441448316
441	0.2440129736
442	0.2438464832
443	0.2436917445
444	0.24355117
445	0.2434634082
446	0.2433337535
447	0.2432560319
448	0.2431610808
449	0.2430701107
450	0.2429543402
451	0.2428700387
452	0.2427489678
453	0.2426255437
454	0.2424660874
455	0.2424215651
456	0.2422380574
457	0.2421512596
458	0.2420700446
459	0.2419163244
460	0.2418124956
461	0.2416244024
462	0.2415546512
463	0.2414487245
464	0.2413187809
465	0.2412894293
466	0.2412158302
467	0.2411351829
468	0.2410996225
469	0.2410177444
470	0.240875859
471	0.2407983439
472	0.2407399353
473	0.2406545364
474	0.2405309786
475	0.240442228
476	0.2403091924
477	0.240188133
478	0.2400051729
479	0.2399441963
480	0.2398346989
481	0.2397943151
482	0.2397233761
483	0.2396283237
484	0.239491924
485	0.2394278915
486	0.2393637541
487	0.2391940187
488	0.2391058345
489	0.2390213885
490	0.2389120407
491	0.2388618879
492	0.2387964593
493	0.238674344
494	0.2386360547
495	0.2384018018
496	0.2382449068
497	0.2381762902
498	0.2380677962
499	0.2380115219
500	0.2379284574
501	0.2378577824
502	0.2377805857
503	0.2376999006
504	0.2375493997
505	0.2375147179
506	0.2373037213
507	0.2371287658
508	0.2370611384
509	0.2369097875
510	0.2368162067
511	0.2366717163
512	0.2365750177
513	0.2363862724
514	0.2363129961
515	0.2362127858
516	0.2361680622
517	0.236126064
518	0.2359409714
519	0.235823168
520	0.2356880212
521	0.235639871
522	0.2355809167
523	0.2355267053
524	0.2354206963
525	0.2353082405
526	0.2352350797
527	0.2351373777
528	0.2350005006
529	0.2349580359
530	0.2348721823
531	0.2347911556
532	0.234714659
533	0.2345476493
534	0.2344115034
535	0.2343428961
536	0.2341969283
537	0.2340906899
538	0.2340331074
539	0.2339916844
540	0.2339127559
541	0.2338510182
542	0.2337523293
543	0.2336174308
544	0.2335204922
545	0.2334121128
546	0.233330328
547	0.2332912156
548	0.2330813938
549	0.2330166161
550	0.2329217933
551	0.2328106732
552	0.2326025529
553	0.2325205927
554	0.2324057338
555	0.232260084
556	0.2321763448
557	0.2321193617
558	0.2319940729
559	0.231881775
560	0.2317865933
561	0.2316616711
562	0.2316199523
563	0.2315781932
564	0.2314603345
565	0.2314038984
566	0.2312779867
567	0.231184266
568	0.231122186
569	0.2310381663
570	0.230856779
571	0.2307697589
572	0.230743321
573	0.2306246119
574	0.2305338108
575	0.230426148
576	0.230287063
577	0.230238471
578	0.2301764709
579	0.2301402336
580	0.2300824982
581	0.2299745803
582	0.2298782818
583	0.2297947156
584	0.2297235978
585	0.2296424303
586	0.2295822877
587	0.2295072081
588	0.2293604218
589	0.2292973813
590	0.2291308199
591	0.2290131361
592	0.2289695741
593	0.2288584345
594	0.2288317572
595	0.2287599674
596	0.228644676
597	0.2285564691
598	0.2284502975
599	0.228333967
600	0.2282717288
601	0.228118516
602	0.228009264
603	0.2279675561
604	0.2279092644
605	0.2278203569
606	0.2277913048
607	0.2277672745
608	0.2276551753
609	0.2275846882
610	0.2275129511
611	0.2273853414
612	0.227336673
613	0.2272509942
614	0.227179604
615	0.2271345025
616	0.2270749591
617	0.2270395562
618	0.2269225275
619	0.2267889006
620	0.2266880834
621	0.2265892835
622	0.2264669988
623	0.226367673
624	0.2263130915
625	0.2262312933
626	0.226175818
627	0.226014848
628	0.2259713208
629	0.225911339
630	0.2258125877
631	0.2257237956
632	0.2256597247
633	0.2256168935
634	0.2255397782
635	0.2254533252
636	0.2253905966
637	0.2253137967
638	0.2252609575
639	0.2252370147
640	0.2252097593
641	0.2251027516
642	0.2248900648
643	0.2247862185
644	0.2247083005
645	0.2246126432
646	0.2245094312
647	0.2244364568
648	0.2243003609
649	0.2242682379
650	0.2242262654
651	0.2240772283
652	0.224008341
653	0.2239362115
654	0.2238647445
655	0.223809859
656	0.2237658316
657	0.2236862177
658	0.2235793933
659	0.2235378715
660	0.223453414
661	0.2233874916
662	0.2232055523
663	0.2231594515
664	0.2229864776
665	0.2228773756
666	0.2228112485
667	0.2227540671
668	0.2226333656
669	0.2224898701
670	0.222365982
671	0.2222846365
672	0.2222007904
673	0.2221758876
674	0.2220842579
675	0.2220339121
676	0.2219417639
677	0.2218562175
678	0.2217568101
679	0.2217256504
680	0.2216556709
681	0.2214724608
682	0.2214367565
683	0.2213361618
684	0.2212043664
685	0.2211586282
686	0.2211259829
687	0.2209652711
688	0.2209148956
689	0.2208072194
690	0.2207188679
691	0.2205810301
692	0.2205121889
693	0.2203591175
694	0.2202398077
695	0.2201250382
696	0.2200687801
697	0.2199803802
698	0.2198546762
699	0.2197451846
700	0.2196690507
701	0.2195298908
702	0.2194019289
703	0.2193449434
704	0.2192927623
705	0.2192330879
706	0.2191835296
707	0.2191345365
708	0.21898539
709	0.2189395857
710	0.2189281805
711	0.2188357993
712	0.2186736603
713	0.2186308071
714	0.2186077698
715	0.2185038268
716	0.2184561889
717	0.2183746077
718	0.2183355372
719	0.2181777633
720	0.2181374469
721	0.2180443187
722	0.2179682826
723	0.2179288068
724	0.2178854476
725	0.2178237065
726	0.217807242
727	0.2177322629
728	0.2176572691
729	0.2175859608
730	0.2175120215
731	0.2174363882
732	0.2173498271
733	0.2173120793
734	0.2172258186
735	0.2171748885
736	0.2171478102
737	0.2170198549
738	0.2169496421
739	0.2168689484
740	0.2167515589
741	0.2166989506
742	0.2166006804
743	0.2165048709
744	0.2164633351
745	0.2164120414
746	0.2163325171
747	0.2162346663
748	0.2161561227
749	0.2161096422
750	0.2160250367
751	0.2159390315
752	0.215855029
753	0.2158040785
754	0.2157110442
755	0.2156112134
756	0.21553529
757	0.2154796555
758	0.2154239333
759	0.2153606014
760	0.2152767113
761	0.2152296
762	0.2151403569
763	0.2150151136
764	0.2149479214
765	0.2148967278
766	0.2148410203
767	0.214738659
768	0.2146711114
769	0.2145895785
770	0.2144392611
771	0.2143865235
772	0.2143312671
773	0.214213156
774	0.2141130765
775	0.2140192139
776	0.2139454675
777	0.2138679553
778	0.2138231862
779	0.2137588204
780	0.2136788569
781	0.2136566496
782	0.2135268065
783	0.2134297854
784	0.2133688968
785	0.2132920615
786	0.2132560273
787	0.2132174943
788	0.2131844368
789	0.2131369604
790	0.2130595549
791	0.212971554
792	0.2128591934
793	0.2128143049
794	0.2127798422
795	0.2127029307
796	0.2126350657
797	0.2125915619
798	0.2125168715
799	0.2124795089
800	0.2123880495
801	0.2123216479
802	0.2122786376
803	0.2122053774
804	0.212137936
805	0.212094187
806	0.2120401131
807	0.2119732192
808	0.2118851039
809	0.2118140642
810	0.2117096831
811	0.211613963
812	0.2114981753
813	0.2113511896
814	0.2112735225
815	0.2112096089
816	0.2111023915
817	0.2110357708
818	0.2109735511
819	0.2109077932
820	0.2108195564
821	0.210730569
822	0.21065456
823	0.2105671844
824	0.2105082105
825	0.2104700564
826	0.2103552341
827	0.2102907086
828	0.2101496669
829	0.2101107864
830	0.2100484141
831	0.2099845069
832	0.2099250649
833	0.2098774396
834	0.2098167439
835	0.2097925301
836	0.2097433802
837	0.2096375351
838	0.2095334344
839	0.2094413435
840	0.209343809
841	0.2092971457
842	0.2092088909
843	0.2091706633
844	0.2090380558
845	0.2089728406
846	0.2088971144
847	0.2088634224
848	0.2088064601
849	0.2086677317
850	0.208597579
851	0.2085587454
852	0.2085082519
853	0.2084382601
854	0.2083912342
855	0.2082934873
856	0.2082258589
857	0.2081294124
858	0.2081093865
859	0.2080476278
860	0.2080039565
861	0.2079409369
862	0.207868789
863	0.2078130184
864	0.2077710561
865	0.2077066565
866	0.2076501737
867	0.2076113758
868	0.207540291
869	0.2074152906
870	0.2073817825
871	0.2072946202
872	0.2071663456
873	0.2070854016
874	0.2069952369
875	0.2069386984
876	0.2069110235
877	0.2068335969
878	0.206720145
879	0.2066030257
880	0.2065312145
881	0.206443745
882	0.2064010168
883	0.2062799524
884	0.2062233159
885	0.2061310856
886	0.2060676854
887	0.2059412598
888	0.205834088
889	0.2056886786
890	0.205610302
891	0.2055065948
892	0.2054427099
893	0.205388531
894	0.2052534442
895	0.2052206797
896	0.2051399097
897	0.205086608
898	0.2049883701
899	0.2049683947
900	0.204871302
901	0.2048274875
902	0.2047955904
903	0.204755856
904	0.2047006815
905	0.2046621296
906	0.204604659
907	0.2045187929
908	0.2044125163
909	0.2043693375
910	0.2043198001
911	0.2042628903
912	0.2041887684
913	0.2041525387
914	0.2040961818
915	0.2040366733
916	0.2039619797
917	0.2038730066
918	0.2038259604
919	0.2037383197
920	0.2036416665
921	0.2035242591
922	0.2034643827
923	0.2034120428
924	0.2032055787
925	0.2031090942
926	0.2030936639
927	0.203045049
928	0.2030197007
929	0.20297268
930	0.2028927546
931	0.2028405979
932	0.2027269778
933	0.2026250802
934	0.2025941832
935	0.2025380979
936	0.2024488545
937	0.2024213765
938	0.2023769714
939	0.2022566287
940	0.2021846065
941	0.2021393893
942	0.2020549923
943	0.2019829194
944	0.2019093668
945	0.2018586321
946	0.2018064219
947	0.2017721756
948	0.2016986241
949	0.2016976536
950	0.2016429923
951	0.2016420917
952	0.2015963437
953	0.2015043038
954	0.2014793255
955	0.20132709
956	0.2012558773
957	0.2012102968
958	0.2010969695
959	0.200993254
960	0.2009261565
961	0.2008832771
962	0.2008269116
963	0.2007924646
964	0.2006891009
965	0.2005939128
966	0.2005477221
967	0.200456767
968	0.2004363825
969	0.2004225595
970	0.2003921306
971	0.2003381493
972	0.2002943797
973	0.2002613603
974	0.2002196404
975	0.2001001926
976	0.2000369236
977	0.199961141
978	0.1999184494
979	0.1998413025
980	0.1997659984
981	0.1996727161
982	0.1996251731
983	0.1996046576
984	0.1995346418
985	0.1994933769
986	0.1994690581
987	0.1994196886
988	0.1993577611
989	0.1992739904
990	0.1992258046
991	0.1990849183
992	0.1990302267
993	0.1989440587
994	0.1988885595
995	0.1988452319
996	0.1987936861
997	0.1987540843
998	0.1986585039
999	0.1985310497
